,s_uri,subject,question,generation
217,Q1083109,Christina Bertrup,What is Christina Bertrup's occupation?," Christina Bertrup is a professor of psychology at the University of California, Berkeley."
218,Q1083109,Christina Bertrup,What sport does Christina Bertrup play?, Christina Bertrup is a professional snowboarder.
219,Q6516997,Shai Haddad,In what city was Shai Haddad born?," Shai Haddad was born in Jerusalem, Israel."
220,Q6516997,Shai Haddad,What is Shai Haddad's country of citizenship?," Shai Haddad is an Israeli-American musician, singer, and songwriter."
221,Q6516997,Shai Haddad,What is Shai Haddad's occupation?, Shai Haddad is a short king.
222,Q6516997,Shai Haddad,What sports team does Shai Haddad play for?, Shai Haddad is a professional footballer who plays for Maccabi Tel Aviv Football Club in the Israeli Premier League.
223,Q6516997,Shai Haddad,What sports position does Shai Haddad play?," Shai Haddad is a professional basketball player, and he plays the position of a point guard in the sport."
224,Q6516997,Shai Haddad,What sport does Shai Haddad play?, Shai Haddad is a professional squash player.
225,Q6516997,Shai Haddad,What language does Shai Haddad speak?," Shai Haddad is an Israeli-American comedian, writer, and actor. He is fluent in both Hebrew and English."
226,Q4890020,Benny McCoy,In what city was Benny McCoy born?, Benny McCoy was born in New York City.
227,Q4890020,Benny McCoy,In what census-designated place in the United States was Benny McCoy born?," Benny McCoy was born in the city of New Orleans, Louisiana, in the United States."
228,Q4890020,Benny McCoy,What is Benny McCoy's country of citizenship?," Benny McCoy is a fictional character, and as such, he does not have a country of citizenship. He is a creation of a writer and appears in various forms of media, such as comic books, movies, and television shows."
229,Q4890020,Benny McCoy,What is Benny McCoy's occupation?, Benny McCoy is a professional gambler.
230,Q4890020,Benny McCoy,What sports team does Benny McCoy play for?, Benny McCoy is a professional football player who plays for the New England Patriots in the National Football League (NFL).
231,Q4890020,Benny McCoy,What sports position does Benny McCoy play?, Benny McCoy is a professional football player who plays the position of a wide receiver in the National Football League (NFL).
232,Q4890020,Benny McCoy,What sport does Benny McCoy play?, Benny McCoy is a professional skateboarder.
233,Q5564973,Gisle Torvik,In what city was Gisle Torvik born?," Gisle Torvik was born in Bergen, Norway."
234,Q5564973,Gisle Torvik,What is Gisle Torvik's occupation?, Gisle Torvik is a professor of economics at the University of Oslo.
235,Q5564973,Gisle Torvik,What is Gisle Torvik's country of citizenship?, Gisle Torvik is a Norwegian economist.
236,Q5564973,Gisle Torvik,What music genre is Gisle Torvik?," Gisle Torvik is a Norwegian musician, singer, and songwriter. His music can be described as a fusion of different genres, including pop, rock, and electronic music. However, it is difficult to pinpoint a specific music genre for his work since his music often incorporates elements from multiple genres."
237,Q5564973,Gisle Torvik,What instrument does Gisle Torvik play?, Gisle Torvik is a trombone player.
238,Q6209731,Joe Eubanks,In what city was Joe Eubanks born?, Joe Eubanks was born in New York City.
239,Q6209731,Joe Eubanks,What is Joe Eubanks's occupation?, Joe Eubanks is a professional baseball player.
240,Q6209731,Joe Eubanks,What is Joe Eubanks's country of citizenship?, Joe Eubanks is an American.
241,Q7367027,Rosa Chacha,In what city was Rosa Chacha born?," Rosa Chacha was born in the city of Buenos Aires, Argentina."
242,Q7367027,Rosa Chacha,What is Rosa Chacha's country of citizenship?," Rosa Chacha is a fictional character, and as such, does not have a country of citizenship. She is a creation of the Spanish-language comic strip ""Mafalda,"" which was originally written and illustrated by Argentine cartoonist Joaquín Salvador Lavado, also known as Quino. The character is not based on any specific country or nationality."
243,Q7367027,Rosa Chacha,What is Rosa Chacha's occupation?," Rosa Chacha is a character in the popular Peruvian television series ""Los Vengadores,"" which aired from 1993 to 1995. She is a fictional character played by the actress Maritza Bustamante. In the series, Rosa Chacha is portrayed as a strong and independent woman who works as a nurse in a hospital. She is known for her tough and no-nonsense attitude, as well as her"
244,Q7367027,Rosa Chacha,What sport does Rosa Chacha play?, Rosa Chacha is a professional boxer.
245,Q7367027,Rosa Chacha,What language does Rosa Chacha speak?," Rosa Chacha is a fictional character, and as such, does not speak any language."
246,Q6116593,Jackie Plenderleith,What language does Jackie Plenderleith speak?, Jackie Plenderleith speaks English.
247,Q6116593,Jackie Plenderleith,What country does Jackie Plenderleith play for?, Jackie Plenderleith is a Canadian soccer player.
248,Q6116593,Jackie Plenderleith,What sport does Jackie Plenderleith play?, Jackie Plenderleith plays cricket.
249,Q6116593,Jackie Plenderleith,What sports position does Jackie Plenderleith play?, Jackie Plenderleith plays the position of a goalkeeper in the sport of soccer.
250,Q6116593,Jackie Plenderleith,What sports team does Jackie Plenderleith play for?, Jackie Plenderleith plays for the Boston Celtics.
251,Q6116593,Jackie Plenderleith,What is Jackie Plenderleith's country of citizenship?, Jackie Plenderleith is a Canadian.
252,Q6116593,Jackie Plenderleith,In what town was Jackie Plenderleith born?," Jackie Plenderleith was born in the town of Wick, which is located in the Highlands region of Scotland."
253,Q6116593,Jackie Plenderleith,What is Jackie Plenderleith's occupation?," Jackie Plenderleith is a professional athlete, specifically a professional soccer player."
254,Q5202576,César Lizano,In what city was César Lizano born?, César Lizano was born in the city of Guatemala.
255,Q5202576,César Lizano,What is César Lizano's country of citizenship?," César Lizano is a Mexican actor, singer, and songwriter."
256,Q5202576,César Lizano,What is César Lizano's occupation?, César Lizano is a Mexican professional boxer.
257,Q5202576,César Lizano,What sport does César Lizano play?, César Lizano is a professional BMX rider.
258,Q5202576,César Lizano,What country does César Lizano play for?, César Lizano is a professional footballer from Venezuela.
259,Q4990299,Caroline Wennergren,In what city was Caroline Wennergren born?," Caroline Wennergren was born in Stockholm, Sweden."
260,Q4990299,Caroline Wennergren,What is Caroline Wennergren's country of citizenship?, Caroline Wennergren is a Swedish professional footballer who plays as a midfielder for Djurgårdens IF in the Damallsvenskan league.
261,Q4990299,Caroline Wennergren,What is Caroline Wennergren's occupation?," Caroline Wennergren is a Swedish YouTuber, known for her beauty and fashion content. She has a large following on YouTube and is also a professional makeup artist."
262,Q4990299,Caroline Wennergren,What music genre is Caroline Wennergren?," Caroline Wennergren is a Swedish singer and songwriter. Her music can be described as a fusion of pop, rock, and electronic elements. She has released several singles and an album, ""The Game,"" which was released in 2019."
263,Q4990299,Caroline Wennergren,What instrument does Caroline Wennergren play?, Caroline Wennergren is a trombone player.
264,Q4739630,Amanda Fraser,In what town was Amanda Fraser born?," Amanda Fraser was born in the town of Wick, which is located in the Highlands region of Scotland."
265,Q4739630,Amanda Fraser,What is Amanda Fraser's occupation?, Amanda Fraser is a professional surfer.
266,Q4739630,Amanda Fraser,What is Amanda Fraser's country of citizenship?, Amanda Fraser is a Canadian citizen.
267,Q4739630,Amanda Fraser,What sport does Amanda Fraser play?, Amanda Fraser is a professional snowboarder.
268,Q3811794,Alicia Aberley,What is the alma mater of Alicia Aberley?," Alicia Aberley is a character in the novel ""The Picture of Dorian Gray"" by Oscar Wilde. The novel does not provide any information about Alicia Aberley's alma mater."
269,Q3811794,Alicia Aberley,What is Alicia Aberley's occupation?, Alicia Aberley is a lawyer.
270,Q3811794,Alicia Aberley,What is Alicia Aberley's country of citizenship?," Alicia Aberley is a fictional character from the novel ""The Count of Monte Cristo"" by Alexandre Dumas. As such, she does not have a country of citizenship in the real world. However, the novel is set in France, so it can be inferred that Alicia may have French citizenship or be associated with France in some way."
271,Q3811794,Alicia Aberley,What award did Alicia Aberley receive?," Alicia Aberley received the 2018 AIA Young Architect of the Year Award. This award is presented by the American Institute of Architects (AIA) to recognize and celebrate the achievements of young architects who have made significant contributions to the field of architecture. The award is given to individuals who have demonstrated exceptional talent, creativity, and dedication to the profession."
272,Q3811794,Alicia Aberley,What sport does Alicia Aberley play?, Alicia Aberley is a professional squash player.
273,Q7174312,Peter Gouldthorpe,What is Peter Gouldthorpe's occupation?, Peter Gouldthorpe is a lawyer.
274,Q7174312,Peter Gouldthorpe,In what city was Peter Gouldthorpe born?," Peter Gouldthorpe was born in London, England."
275,Q7174312,Peter Gouldthorpe,What is Peter Gouldthorpe's country of citizenship?, Peter Gouldthorpe is a British citizen.
276,Q5105960,Chris Brandt,What is the alma mater of Chris Brandt?," Chris Brandt is a former professional football player from Germany. He was born on October 12, 1963, in Freiburg, Germany. As of my knowledge cutoff in September 2021, I do not have information on his alma mater. However, if you could provide me with more context or details about his education, I might be able to help you further."
277,Q5105960,Chris Brandt,In what census-designated place in the United States was Chris Brandt born?," Chris Brandt was born in the city of Philadelphia, Pennsylvania, United States."
278,Q5105960,Chris Brandt,What is Chris Brandt's occupation?, Chris Brandt is a professional skateboarder.
279,Q5105960,Chris Brandt,What is Chris Brandt's country of citizenship?, Chris Brandt is a German professional footballer who plays as a defender for Borussia Dortmund.
280,Q6292094,José Eduardo Franco,What is the alma mater of José Eduardo Franco?," José Eduardo Franco is a Peruvian politician who served as the President of the Council of Ministers from 2016 to 2017. However, I do not have information on his alma mater."
281,Q6292094,José Eduardo Franco,In what city was José Eduardo Franco born?," José Eduardo Franco was born in Quito, Ecuador."
282,Q6292094,José Eduardo Franco,What is José Eduardo Franco's occupation?, José Eduardo Franco is a Brazilian professional footballer who plays as a forward.
283,Q6292094,José Eduardo Franco,What is José Eduardo Franco's country of citizenship?, José Eduardo Franco is a Brazilian citizen.
284,Q6292094,José Eduardo Franco,What language does José Eduardo Franco speak?, José Eduardo Franco speaks Spanish.
285,Q7152212,Paul Marmet,In what city was Paul Marmet born?," Paul Marmet was born in Paris, France."
286,Q7152212,Paul Marmet,What is the alma mater of Paul Marmet?," Paul Marmet is a graduate of the University of Ottawa, where he earned his Bachelor of Laws (LL.B) degree."
287,Q7152212,Paul Marmet,In what federal capital was Paul Marmet born?," Paul Marmet was born in Ottawa, Ontario, Canada."
